Player,Age,Team,Position,GP,GS,MP,FG,AFD,2_Point_Attempt%,Restricted_Area_Attempt%,Short_Midrange_Attempt%,Mid_Post_Attempt%,Long_Midrange_Attempt%,3_Point_Attempt%,Restricted_Area%,Short_Midrange%,Mid_Post%,Long_Midrange%,2P_Assisted%,3P_Assisted%,Dunks%,Dunks,Corner_3PA%,Corner_3P%,Heaves_Attempted,Heaves_Made,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Point_Per_Shot,PPG,TS%,FGA_Per_Game,3PA_Per_Game,FG_Per_Game,3P_Per_Game,FTA_Per_Game,FT_Per_Game,2P_Unassisted%,3P_Unassisted%,Unassisted_2PM,Unassisted_3PM
Ja Morant,24,MEM,PG,9,9,318,80,11.9,0.7,0.288,0.288,0.088,0.035,0.3,0.714,0.49,0.267,0.5,0.288,0.5,0.047,6,0.098,0.2,0,0,170,0.471,14,51,0.275,66,119,0.555,0.512,52,64,0.813,6,44,50,73,7,5,27,19,226,1.02,25.11,57.02,18.89,5.67,8.89,1.56,7.11,5.78,0.71,0.5,-5.0,-36.0
Ashton Hagans,24,POR,PG,19,1,316,29,11.8,0.648,0.254,0.338,0.056,0.0,0.352,0.778,0.25,0.25,,0.429,1.0,0.0,0,0.12,0.667,0,0,71,0.408,8,25,0.32,21,46,0.457,0.465,14,17,0.824,14,31,45,54,11,9,30,40,80,0.93,4.21,50.97,3.74,1.32,1.53,0.42,0.89,0.74,0.57,0.0,-36.0,8.0
Devonte' Graham,28,SAS,PG,23,0,313,38,21.9,0.231,0.083,0.037,0.074,0.037,0.769,0.667,0.5,0.375,0.5,0.385,0.72,0.0,0,0.145,0.25,1,0,108,0.352,25,83,0.301,13,25,0.52,0.468,13,16,0.813,5,31,36,49,9,2,17,14,114,0.94,4.96,49.55,4.7,3.61,1.65,1.09,0.7,0.57,0.62,0.28,-49.0,-3.0
A.J. Lawson,23,DAL,SG,42,0,311,54,11.8,0.587,0.364,0.198,0.008,0.017,0.413,0.773,0.208,0.0,1.0,0.61,1.0,0.107,12,0.64,0.25,0,0,121,0.446,13,50,0.26,41,71,0.577,0.5,15,23,0.652,14,36,50,20,10,3,14,22,136,1.0,3.24,51.86,2.88,1.19,1.29,0.31,0.55,0.36,0.39,0.0,2.0,13.0
Stanley Umude,24,DET,SG,24,2,307,37,4.0,1.0,0.393,0.607,0.0,0.0,0.0,0.545,0.353,,,0.667,,0.107,3,,,0,0,84,0.44,24,53,0.453,13,31,0.419,0.583,29,32,0.906,8,43,51,11,8,7,14,40,127,1.17,5.29,64.74,3.5,2.21,1.54,1.0,1.33,1.21,0.33,,-20.0,
Nathan Mensah,25,CHO,C,25,0,307,12,18.3,0.369,0.083,0.202,0.06,0.024,0.631,0.714,0.412,0.2,0.0,0.846,1.0,0.024,2,0.547,0.483,0,0,28,0.429,0,0,,12,28,0.429,0.429,9,12,0.75,29,36,65,9,6,14,14,64,33,0.86,1.32,49.58,1.12,0.0,0.48,0.0,0.48,0.36,0.15,0.0,-3.0,0.0
Orlando Robinson,23,MIA,C,36,7,304,36,9.1,0.792,0.361,0.347,0.056,0.028,0.208,0.692,0.4,0.0,0.0,0.607,1.0,0.097,5,0.2,1.0,0,0,72,0.5,8,15,0.533,28,57,0.491,0.556,19,25,0.76,28,56,84,34,7,8,18,35,99,1.11,2.75,59.64,2.0,0.42,1.0,0.22,0.69,0.53,0.39,0.0,-11.0,8.0
Furkan Korkmaz,26,PHI,SG,35,0,300,30,17.4,0.474,0.184,0.171,0.053,0.066,0.526,0.643,0.462,0.0,0.2,0.75,0.714,0.026,2,0.1,0.5,0,0,76,0.395,14,40,0.35,16,36,0.444,0.487,14,20,0.7,4,26,30,25,14,3,10,17,88,0.97,2.51,51.89,2.17,1.14,0.86,0.4,0.57,0.4,0.25,0.29,-9.0,-15.0
Cory Joseph,32,GSW,PG,26,0,296,23,20.4,0.344,0.031,0.156,0.078,0.078,0.656,0.0,0.7,0.4,0.2,0.6,0.923,0.0,0,0.238,0.4,1,0,64,0.359,13,42,0.31,10,22,0.455,0.461,4,7,0.571,6,24,30,42,4,3,12,25,63,0.92,2.42,46.96,2.46,1.62,0.88,0.5,0.27,0.15,0.4,0.08,-30.0,5.0
Ricky Council IV,22,PHI,SG,32,0,289,54,10.6,0.714,0.321,0.33,0.036,0.027,0.286,0.639,0.405,0.5,0.667,0.667,1.0,0.08,8,0.313,0.4,0,0,112,0.482,12,32,0.375,42,80,0.525,0.536,53,71,0.746,14,32,46,16,8,1,5,17,173,1.07,5.41,60.39,3.5,1.0,1.69,0.38,2.22,1.66,0.33,0.0,9.0,12.0
Garrett Temple,37,TOR,SG,27,2,289,29,14.5,0.487,0.308,0.128,0.013,0.038,0.513,0.625,0.2,0.0,0.0,0.471,1.0,0.026,2,0.525,0.381,0,0,78,0.372,12,40,0.3,17,38,0.447,0.449,18,22,0.818,18,27,45,28,12,3,14,28,88,0.9,3.26,50.18,2.89,1.48,1.07,0.44,0.81,0.67,0.53,0.0,-36.0,12.0
Leaky Black,24,CHO,SF,26,3,284,25,12.4,0.615,0.308,0.212,0.038,0.058,0.385,0.75,0.182,0.5,0.333,0.688,1.0,0.077,4,0.45,0.556,0,0,52,0.481,9,20,0.45,16,32,0.5,0.567,10,15,0.667,9,39,48,24,8,11,6,19,69,1.13,2.65,58.87,2.0,0.77,0.96,0.35,0.58,0.38,0.31,0.0,-15.0,9.0
Lindy Waters III,26,OKC,SG,38,0,280,49,22.4,0.183,0.067,0.038,0.01,0.067,0.817,0.714,0.75,1.0,0.429,0.667,0.919,0.01,1,0.271,0.522,0,0,104,0.471,37,85,0.435,12,19,0.632,0.649,2,2,1.0,7,33,40,24,5,7,7,23,137,1.3,3.61,65.31,2.74,2.24,1.29,0.97,0.05,0.05,0.33,0.08,-21.0,29.0
Kessler Edwards,23,SAC,SF,54,0,275,34,18.3,0.366,0.171,0.122,0.012,0.061,0.634,0.643,0.3,0.0,0.4,0.643,1.0,0.037,2,0.423,0.409,0,0,82,0.415,20,52,0.385,14,30,0.467,0.537,5,9,0.556,9,33,42,15,10,4,4,26,93,1.07,1.72,54.09,1.52,0.96,0.63,0.37,0.17,0.09,0.36,0.0,-22.0,20.0
Damian Jones,28,CLE,C,39,0,270,43,8.2,0.806,0.542,0.139,0.069,0.056,0.194,0.795,0.4,0.8,0.25,0.775,1.0,0.25,17,0.429,0.333,0,0,72,0.597,3,14,0.214,40,58,0.69,0.618,18,21,0.857,20,42,62,15,7,13,13,27,107,1.24,2.74,65.85,1.85,0.36,1.1,0.08,0.54,0.46,0.22,0.0,18.0,3.0
Onuralp Bitim,24,CHI,SG,23,1,268,32,16.2,0.476,0.202,0.143,0.083,0.048,0.524,0.706,0.25,0.571,0.25,0.75,1.0,0.06,3,0.341,0.267,0,0,84,0.381,12,44,0.273,20,40,0.5,0.452,4,5,0.8,6,26,32,13,3,2,10,24,80,0.9,3.48,46.4,3.65,1.91,1.39,0.52,0.22,0.17,0.25,0.0,-5.0,12.0
Kira Lewis Jr.,22,3TM,PG,28,0,265,34,13.1,0.641,0.25,0.261,0.076,0.054,0.359,0.609,0.542,0.429,0.0,0.433,0.75,0.011,1,0.212,0.0,0,0,92,0.37,4,33,0.121,30,59,0.508,0.391,17,20,0.85,9,17,26,37,9,2,14,13,89,0.78,3.18,44.15,3.29,1.18,1.21,0.14,0.71,0.61,0.57,0.25,-27.0,-21.0
Jamal Cain,24,MIA,PF,26,1,259,34,13.2,0.608,0.215,0.253,0.101,0.038,0.392,0.647,0.35,0.375,0.667,0.652,0.727,0.076,5,0.581,0.278,0,0,79,0.43,11,31,0.355,23,48,0.479,0.5,18,23,0.783,15,22,37,10,10,5,8,22,97,1.0,3.73,54.42,3.04,1.19,1.31,0.42,0.88,0.69,0.35,0.27,-12.0,-16.0
Jared Rhoden,24,DET,SG,17,0,245,33,17.9,0.53,0.076,0.121,0.212,0.121,0.47,0.8,0.75,0.571,0.375,0.762,1.0,0.076,4,0.452,0.429,1,0,66,0.5,12,31,0.387,21,35,0.6,0.591,5,8,0.625,3,30,33,14,3,13,7,28,83,1.18,4.88,59.7,3.88,1.82,1.94,0.71,0.47,0.29,0.24,0.0,-3.0,12.0
Justin Champagnie,22,WAS,SF,15,1,235,32,16.0,0.423,0.295,0.115,0.0,0.013,0.577,0.739,0.222,,0.0,0.737,1.0,0.038,3,0.444,0.25,1,1,78,0.41,13,45,0.289,19,33,0.576,0.494,12,15,0.8,19,34,53,19,10,9,10,14,89,0.99,5.93,52.6,5.2,3.0,2.13,0.87,1.0,0.8,0.26,0.0,-7.0,13.0
Javonte Green,30,CHI,SF,9,5,230,45,10.2,0.64,0.493,0.133,0.013,0.0,0.36,0.73,0.7,1.0,,0.686,1.0,0.173,11,0.63,0.353,0,0,75,0.6,10,27,0.37,35,48,0.729,0.667,10,13,0.769,20,47,67,5,10,8,7,19,110,1.33,12.22,68.14,8.33,3.0,5.0,1.11,1.44,1.11,0.31,0.0,4.0,10.0
Ibou Badji,21,POR,C,22,1,226,14,4.2,1.0,0.591,0.227,0.136,0.045,0.0,0.769,0.2,0.667,1.0,0.5,,0.409,7,,,0,0,22,0.636,0,0,,14,22,0.636,0.636,6,12,0.5,20,31,51,13,3,20,15,46,34,1.27,1.55,62.32,1.0,0.0,0.64,0.0,0.55,0.27,0.5,,-36.0,
Collin Gillespie,24,DEN,PG,24,0,225,32,17.9,0.449,0.188,0.13,0.029,0.101,0.551,0.538,0.556,1.0,0.429,0.353,0.933,0.014,1,0.105,0.5,0,0,69,0.464,15,38,0.395,17,31,0.548,0.572,8,12,0.667,1,20,21,27,13,0,14,24,87,1.14,3.62,58.56,2.88,1.58,1.33,0.62,0.5,0.33,0.65,0.07,-48.0,8.0
Gabe Vincent,27,LAL,PG,11,0,218,15,18.8,0.429,0.122,0.122,0.041,0.143,0.571,0.667,0.667,0.5,0.429,0.5,0.667,0.0,0,0.179,0.0,0,0,49,0.306,3,28,0.107,12,21,0.571,0.337,1,2,0.5,4,5,9,21,9,0,5,19,34,0.67,3.09,34.08,4.45,2.55,1.36,0.27,0.18,0.09,0.5,0.33,-38.0,-30.0
Markieff Morris,34,DAL,PF,26,1,216,23,20.4,0.382,0.044,0.103,0.118,0.118,0.618,0.333,0.429,0.25,0.25,0.5,0.867,0.0,0,0.238,0.5,0,0,68,0.338,15,42,0.357,8,26,0.308,0.449,5,6,0.833,4,35,39,16,5,3,12,12,66,0.9,2.54,46.72,2.62,1.62,0.88,0.58,0.23,0.19,0.5,0.13,-42.0,2.0
Jaylen Nowell,24,2TM,SG,13,1,214,34,14.5,0.628,0.103,0.269,0.128,0.128,0.372,0.625,0.429,0.7,0.7,0.536,1.0,0.013,1,0.172,0.2,1,0,78,0.436,6,29,0.207,28,49,0.571,0.474,7,9,0.778,6,18,24,19,4,2,7,15,81,0.95,6.23,49.41,6.0,2.23,2.62,0.46,0.69,0.54,0.46,0.0,-18.0,6.0
Théo Maledon,22,2TM,PG,17,1,213,20,10.2,0.571,0.214,0.229,0.086,0.043,0.429,0.533,0.313,0.333,0.0,0.6,1.0,0.0,0,0.233,0.286,2,0,70,0.286,5,30,0.167,15,40,0.375,0.321,14,15,0.933,4,20,24,28,7,0,18,21,59,0.64,3.47,38.51,4.12,1.76,1.18,0.29,0.88,0.82,0.4,0.0,-25.0,5.0
Charles Bassey,23,SAS,C,19,0,205,29,5.0,0.975,0.65,0.1,0.2,0.025,0.025,0.846,0.75,0.5,0.0,0.793,,0.25,10,0.0,,0,0,40,0.725,0,1,0.0,29,39,0.744,0.725,5,6,0.833,23,53,76,21,8,17,15,31,63,1.45,3.32,73.87,2.11,0.05,1.53,0.0,0.32,0.26,0.21,,8.0,
Taj Gibson,38,2TM,PF,20,1,204,15,10.8,0.73,0.351,0.216,0.081,0.081,0.27,0.462,0.25,1.0,0.667,0.615,1.0,0.054,1,0.8,0.125,0,0,37,0.405,2,10,0.2,13,27,0.481,0.432,2,2,1.0,12,25,37,11,3,7,5,31,34,0.86,1.7,44.88,1.85,0.5,0.75,0.1,0.1,0.1,0.38,0.0,-25.0,2.0
Moses Brown,24,POR,C,22,5,200,33,3.3,1.0,0.492,0.462,0.031,0.015,0.0,0.656,0.4,0.0,0.0,0.697,,0.262,15,,,0,0,65,0.508,0,0,,33,65,0.508,0.508,9,31,0.29,37,49,86,7,5,7,11,27,75,1.02,3.41,47.69,2.95,0.0,1.5,0.0,1.41,0.41,0.3,,3.0,
Kenneth Lofton Jr.,21,3TM,PF,21,0,199,36,13.2,0.692,0.192,0.256,0.128,0.115,0.308,0.8,0.5,0.3,0.444,0.517,1.0,0.051,4,0.167,0.25,0,0,78,0.462,7,24,0.292,29,54,0.537,0.506,17,26,0.654,12,26,38,33,6,5,14,24,96,1.01,4.57,53.67,3.71,1.14,1.71,0.33,1.24,0.81,0.48,0.0,-19.0,7.0
Kobe Bufkin,20,ATL,SG,17,0,196,34,17.5,0.565,0.098,0.141,0.163,0.163,0.435,0.556,0.462,0.467,0.467,0.32,0.667,0.0,0,0.25,0.1,0,0,92,0.37,9,40,0.225,25,52,0.481,0.418,4,8,0.5,6,27,33,27,7,5,10,20,81,0.84,4.76,42.4,5.41,2.35,2.0,0.53,0.47,0.24,0.68,0.33,-43.0,-24.0
Gui Santos,21,GSW,PF,23,0,192,28,12.1,0.69,0.183,0.338,0.155,0.014,0.31,0.462,0.583,0.455,1.0,0.538,1.0,0.014,1,0.364,0.125,0,0,55,0.509,10,27,0.37,18,28,0.643,0.6,16,17,0.941,17,32,49,14,4,2,7,23,82,1.2,3.57,65.62,2.39,1.17,1.22,0.43,0.74,0.7,0.46,0.0,-28.0,10.0
Colby Jones,21,SAC,SG,30,0,192,28,13.9,0.509,0.345,0.164,0.0,0.0,0.491,0.737,0.444,,,0.667,0.9,0.036,2,0.296,0.5,0,0,71,0.394,2,22,0.091,26,49,0.531,0.408,6,11,0.545,17,23,40,20,7,5,10,29,64,0.82,2.13,42.19,2.37,0.73,0.93,0.07,0.37,0.2,0.33,0.1,-7.0,-8.0
Terry Taylor,24,CHI,PF,31,0,188,20,7.5,0.769,0.564,0.179,0.026,0.0,0.231,0.636,0.571,0.0,,0.667,1.0,0.051,1,0.778,0.286,0,0,39,0.513,2,9,0.222,18,30,0.6,0.538,4,5,0.8,17,20,37,10,5,2,7,17,46,1.08,1.48,55.83,1.26,0.29,0.65,0.06,0.16,0.13,0.33,0.0,-15.0,2.0
Micah Potter,25,UTA,PF,16,0,186,19,14.4,0.475,0.2,0.275,0.0,0.0,0.525,0.625,0.455,,,0.6,1.0,0.075,3,0.667,0.571,0,0,40,0.475,9,21,0.429,10,19,0.526,0.588,6,8,0.75,10,33,43,6,4,6,5,14,53,1.18,3.31,60.89,2.5,1.31,1.19,0.56,0.5,0.38,0.4,0.0,-30.0,9.0
Saben Lee,24,PHO,PG,24,0,185,20,9.6,0.709,0.382,0.309,0.0,0.018,0.291,0.571,0.353,,0.0,0.5,1.0,0.109,4,0.625,0.1,0,0,55,0.364,2,16,0.125,18,39,0.462,0.382,29,39,0.744,9,22,31,30,7,3,8,13,71,0.76,2.96,49.2,2.29,0.67,0.83,0.08,1.62,1.21,0.5,0.0,-32.0,2.0
Otto Porter Jr.,30,TOR,SF,15,1,174,14,18.9,0.303,0.182,0.03,0.091,0.0,0.697,0.5,1.0,0.667,,1.0,0.875,0.03,0,0.391,0.444,0,0,33,0.424,8,23,0.348,6,10,0.6,0.545,3,3,1.0,6,23,29,8,5,5,2,19,39,1.09,2.6,56.82,2.2,1.53,0.93,0.53,0.2,0.2,0.0,0.12,6.0,-4.0
AJ Griffin,20,ATL,SF,20,0,171,18,19.5,0.371,0.048,0.194,0.065,0.065,0.629,0.667,0.25,0.5,0.25,0.75,0.8,0.016,1,0.205,0.25,0,0,62,0.29,10,39,0.256,8,23,0.348,0.371,2,2,1.0,2,16,18,5,1,2,8,6,48,0.74,2.4,38.17,3.1,1.95,0.9,0.5,0.1,0.1,0.25,0.2,-17.0,-10.0
Joe Harris,32,DET,SG,16,0,170,14,20.3,0.231,0.103,0.128,0.0,0.0,0.769,0.5,0.4,,,1.0,1.0,0.0,0,0.467,0.5,0,0,39,0.359,10,30,0.333,4,9,0.444,0.487,1,2,0.5,3,10,13,10,3,2,4,19,39,0.97,2.44,48.9,2.44,1.88,0.88,0.62,0.12,0.06,0.0,0.0,4.0,10.0
Trevelin Queen,26,ORL,SG,14,0,165,14,14.0,0.553,0.237,0.211,0.053,0.053,0.447,0.778,0.375,0.0,0.5,0.727,0.667,0.132,5,0.353,0.167,0,0,38,0.368,3,17,0.176,11,21,0.524,0.408,9,12,0.75,3,17,20,18,7,5,7,15,40,0.82,2.86,46.21,2.71,1.21,1.0,0.21,0.86,0.64,0.27,0.33,-16.0,-30.0
Zavier Simpson,26,MEM,PG,7,0,161,17,13.4,0.685,0.167,0.333,0.093,0.093,0.315,0.667,0.222,0.0,0.4,0.25,0.8,0.019,0,0.118,0.0,0,0,54,0.315,5,17,0.294,12,37,0.324,0.361,3,4,0.75,4,16,20,25,7,3,10,11,42,0.72,6.0,37.66,7.71,2.43,2.43,0.71,0.57,0.43,0.75,0.2,-63.0,-15.0
Thanasis Antetokounmpo,31,MIL,PF,34,0,155,16,3.7,0.967,0.767,0.167,0.0,0.033,0.033,0.609,0.4,,0.0,0.75,,0.333,7,1.0,0.0,0,0,30,0.533,0,1,0.0,16,29,0.552,0.533,0,2,0.0,7,6,13,17,7,4,14,24,32,1.07,0.94,51.81,0.88,0.03,0.47,0.0,0.06,0.0,0.25,,-9.0,
Tristan Vukcevic,20,WAS,C,10,4,153,29,16.8,0.463,0.209,0.164,0.06,0.03,0.537,0.929,0.364,0.5,0.0,0.842,0.9,0.06,3,0.083,0.0,0,0,67,0.433,10,36,0.278,19,31,0.613,0.507,17,22,0.773,6,30,36,13,5,7,10,28,85,1.01,8.5,55.43,6.7,3.6,2.9,1.0,2.2,1.7,0.16,0.1,3.0,0.0
Darius Bazley,23,2TM,PF,9,0,152,18,5.5,0.733,0.333,0.333,0.067,0.0,0.267,0.9,0.6,0.5,,0.5,1.0,0.233,6,0.625,0.4,0,0,30,0.6,2,8,0.25,16,22,0.727,0.633,10,12,0.833,8,20,28,7,6,7,8,3,48,1.27,5.33,68.03,3.33,0.89,2.0,0.22,1.33,1.11,0.5,0.0,-34.0,2.0
DeJon Jarreau,26,MEM,SG,9,0,150,17,12.5,0.74,0.26,0.28,0.1,0.1,0.26,0.538,0.286,0.4,0.0,0.077,1.0,0.04,2,0.154,0.0,0,0,50,0.34,4,13,0.308,13,37,0.351,0.38,5,11,0.455,8,36,44,26,6,2,9,14,43,0.76,4.78,39.2,5.56,1.44,1.89,0.44,1.22,0.56,0.92,0.0,-79.0,4.0
Jules Bernard,24,WAS,SG,19,0,149,29,14.0,0.547,0.328,0.172,0.031,0.016,0.453,0.571,0.455,0.5,0.0,0.278,0.909,0.016,1,0.172,0.6,0,0,64,0.453,11,29,0.379,18,35,0.514,0.539,5,9,0.556,10,16,26,16,3,1,8,14,74,1.08,3.89,54.44,3.37,1.53,1.53,0.58,0.47,0.26,0.72,0.09,-54.0,2.0
Jeff Dowtin,26,PHI,PG,12,0,142,20,15.5,0.472,0.306,0.083,0.083,0.0,0.528,0.818,0.0,0.667,,0.455,0.556,0.028,1,0.105,0.5,0,0,36,0.556,9,19,0.474,11,17,0.647,0.681,3,4,0.75,3,17,20,27,7,1,5,1,52,1.36,4.33,68.86,3.0,1.58,1.67,0.75,0.33,0.25,0.54,0.44,-43.0,-35.0
Sidy Cissoko,19,SAS,SF,12,0,141,16,10.4,0.636,0.424,0.212,0.0,0.0,0.364,0.857,0.429,,,0.8,1.0,0.333,10,0.5,0.167,0,0,33,0.485,1,12,0.083,15,21,0.714,0.5,12,15,0.8,8,14,22,10,7,3,3,18,45,1.0,3.75,56.82,2.75,1.0,1.33,0.08,1.25,1.0,0.2,0.0,-5.0,1.0
Brandon Clarke,27,MEM,PF,6,1,134,33,9.2,0.898,0.254,0.373,0.186,0.085,0.102,0.6,0.682,0.545,0.4,0.781,1.0,0.034,2,0.667,0.25,0,0,59,0.559,1,6,0.167,32,53,0.604,0.568,1,7,0.143,13,19,32,9,5,6,3,8,68,1.14,11.33,54.77,9.83,1.0,5.5,0.17,1.17,0.17,0.22,0.0,10.0,1.0
Emoni Bates,20,CLE,SF,15,0,133,15,20.5,0.327,0.143,0.041,0.041,0.102,0.673,0.286,0.0,0.5,0.4,0.2,1.0,0.02,0,0.182,0.5,0,0,49,0.306,10,33,0.303,5,16,0.313,0.408,1,4,0.25,1,13,14,10,1,2,8,5,41,0.82,2.73,40.39,3.27,2.2,1.0,0.67,0.27,0.07,0.8,0.0,-75.0,10.0
Dru Smith,26,MIA,SG,9,0,131,15,15.4,0.485,0.273,0.121,0.061,0.03,0.515,0.667,0.5,0.0,0.0,0.5,0.857,0.0,0,0.235,0.75,0,0,33,0.455,7,17,0.412,8,16,0.5,0.561,2,2,1.0,6,8,14,14,9,3,5,12,39,1.12,4.33,57.56,3.67,1.89,1.67,0.78,0.22,0.22,0.5,0.14,-42.0,-7.0
Jeenathan Williams,24,HOU,SG,22,0,129,27,5.9,0.9,0.46,0.38,0.04,0.02,0.1,0.826,0.316,0.0,0.0,0.4,1.0,0.1,5,0.8,0.25,0,0,50,0.54,2,5,0.4,25,45,0.556,0.56,7,13,0.538,12,11,23,7,4,1,4,10,63,1.12,2.86,56.53,2.27,0.23,1.23,0.09,0.59,0.32,0.6,0.0,-35.0,2.0
T.J. Warren,30,MIN,SF,11,0,125,18,13.5,0.683,0.171,0.171,0.244,0.098,0.317,1.0,0.429,0.3,0.75,0.813,1.0,0.0,0,0.308,0.25,0,0,41,0.439,2,13,0.154,16,28,0.571,0.463,3,4,0.75,5,17,22,9,4,1,4,11,41,0.93,3.73,47.94,3.73,1.18,1.64,0.18,0.36,0.27,0.19,0.0,-3.0,2.0
Timmy Allen,24,MEM,SF,5,0,125,6,14.6,0.696,0.13,0.174,0.261,0.13,0.304,0.333,0.5,0.333,0.333,0.333,,0.0,0,0.714,0.0,0,0,23,0.261,0,7,0.0,6,16,0.375,0.261,1,2,0.5,4,13,17,5,4,0,2,18,13,0.52,2.6,27.22,4.6,1.4,1.2,0.0,0.4,0.2,0.67,,-61.0,
Luka Garza,25,MIN,C,25,0,122,36,22.6,0.286,0.029,0.057,0.086,0.114,0.714,1.0,0.5,0.333,0.75,0.5,0.778,0.0,0,0.04,0.0,1,0,75,0.48,9,32,0.281,27,43,0.628,0.54,18,25,0.72,19,12,31,4,4,1,6,24,99,1.08,3.96,57.56,3.0,1.28,1.44,0.36,1.0,0.72,0.5,0.22,-23.0,-13.0
Mãozinha Pereira,23,MEM,SF,7,1,122,18,13.6,0.573,0.187,0.347,0.04,0.0,0.427,0.714,0.538,1.0,,0.556,1.0,0.027,2,0.031,0.0,0,0,35,0.514,5,13,0.385,13,22,0.591,0.586,7,10,0.7,11,26,37,2,6,4,5,10,48,1.17,6.86,60.91,5.0,1.86,2.57,0.71,1.43,1.0,0.44,0.0,-31.0,5.0
Jalen Pickett,24,DEN,SG,27,0,122,15,11.7,0.629,0.4,0.229,0.0,0.0,0.371,0.714,0.375,,,0.692,1.0,0.314,9,0.462,0.5,1,0,35,0.429,9,25,0.36,6,10,0.6,0.557,3,4,0.75,1,13,14,21,4,0,9,13,42,1.11,1.56,57.13,1.3,0.93,0.56,0.33,0.15,0.11,0.31,0.0,-25.0,9.0
Jahmi'us Ramsey,22,TOR,SG,7,1,121,18,15.9,0.463,0.293,0.073,0.073,0.024,0.537,0.75,0.0,0.667,1.0,0.583,1.0,0.098,4,0.273,0.333,0,0,41,0.439,6,22,0.273,12,19,0.632,0.512,5,6,0.833,4,18,22,8,7,0,7,10,47,1.02,6.71,53.85,5.86,3.14,2.57,0.86,0.86,0.71,0.42,0.0,-30.0,6.0
Marques Bolden,25,2TM,C,11,2,121,17,5.4,0.96,0.44,0.32,0.2,0.0,0.04,0.818,0.875,0.2,,0.824,,0.2,5,0.0,,0,0,25,0.68,0,1,0.0,17,24,0.708,0.68,3,4,0.75,10,24,34,4,3,7,3,10,37,1.36,3.36,69.13,2.27,0.09,1.55,0.0,0.36,0.27,0.18,,-1.0,
Mouhamadou Gueye,25,TOR,PF,11,0,120,11,6.0,0.921,0.395,0.474,0.026,0.026,0.079,0.467,0.222,0.0,0.0,0.727,,0.211,6,0.0,,0,0,38,0.289,0,3,0.0,11,35,0.314,0.289,4,9,0.444,12,11,23,5,3,18,12,15,26,0.58,2.36,30.98,3.45,0.27,1.0,0.0,0.82,0.36,0.27,,-16.0,
Robert Williams,26,POR,C,6,0,119,17,16.2,0.63,0.065,0.217,0.217,0.13,0.37,0.0,0.4,0.6,0.5,0.308,0.5,0.0,0,0.059,0.0,0,0,26,0.654,0,0,,17,26,0.654,0.654,7,9,0.778,11,27,38,5,7,7,7,17,41,1.31,6.83,68.42,4.33,0.0,2.83,0.0,1.5,1.17,0.69,0.5,-52.0,-50.0
Xavier Moon,29,LAC,SG,14,1,119,15,5.8,1.0,0.5,0.269,0.038,0.192,0.0,0.769,0.429,1.0,0.6,0.529,,0.269,5,,,0,0,46,0.326,2,17,0.118,13,29,0.448,0.348,1,2,0.5,8,10,18,21,3,3,5,8,33,0.7,2.36,35.2,3.29,1.21,1.07,0.14,0.14,0.07,0.47,,-34.0,
Brandon Williams,24,DAL,PG,17,0,113,20,12.2,0.722,0.259,0.259,0.093,0.111,0.278,0.571,0.286,0.4,0.5,0.353,0.667,0.037,1,0.133,0.0,0,0,54,0.37,3,15,0.2,17,39,0.436,0.398,11,17,0.647,4,9,13,17,1,1,7,4,54,0.8,3.18,43.92,3.18,0.88,1.18,0.18,1.0,0.65,0.65,0.33,-48.0,-30.0
Udoka Azubuike,24,PHO,C,16,0,113,16,2.7,1.0,0.696,0.261,0.043,0.0,0.0,0.813,0.5,0.0,,0.563,,0.522,10,,,0,0,23,0.696,0,0,,16,23,0.696,0.696,3,13,0.231,11,21,32,3,1,6,4,17,35,1.39,2.19,60.93,1.44,0.0,1.0,0.0,0.81,0.19,0.44,,-28.0,
Matthew Hurt,23,MEM,PF,8,0,113,12,19.5,0.412,0.088,0.118,0.029,0.176,0.588,0.667,0.5,0.0,0.5,0.571,1.0,0.0,0,0.25,0.4,0,0,34,0.353,5,20,0.25,7,14,0.5,0.426,3,3,1.0,9,7,16,4,3,3,2,8,32,0.85,4.0,45.3,4.25,2.5,1.5,0.62,0.38,0.38,0.43,0.0,-36.0,5.0
Jalen Hood-Schifino,20,LAL,SG,21,0,109,10,16.1,0.667,0.111,0.222,0.089,0.244,0.333,0.6,0.1,0.25,0.273,0.625,1.0,0.022,1,0.067,0.0,0,0,45,0.222,2,15,0.133,8,30,0.267,0.244,12,20,0.6,2,11,13,8,3,2,9,13,34,0.49,1.62,31.6,2.14,0.71,0.48,0.1,0.95,0.57,0.38,0.0,-30.0,2.0
Dylan Windler,27,3TM,SF,17,0,108,15,23.8,0.1,0.067,0.0,0.033,0.0,0.9,1.0,,0.0,,1.0,0.846,0.0,0,0.37,0.4,0,0,30,0.5,13,27,0.481,2,3,0.667,0.717,0,0,,3,13,16,10,2,0,2,6,43,1.43,2.53,71.67,1.76,1.59,0.88,0.76,0.0,0.0,0.0,0.15,2.0,-2.0
